time	high_ci_0.05	low_ci_0.05	mean
1e-10	0.0	0.0	0.0
2.62	0.5566253663355499	-0.41869433185279126	0.06896551724137931
2.63	0.8205126335246807	-0.5446505645591635	0.13793103448275862
2.73	1.0341308189037768	-0.6203377154555008	0.20689655172413793
2.76	1.220853502130585	-0.6691293641995505	0.27586206896551724
2.78	1.3898129771229766	-0.7001578047091837	0.3448275862068966
2.79	1.8778130303947087	-0.9122957890153983	0.4827586206896552
2.81	2.164601531403439	-1.0611532555413694	0.5517241379310345
2.82	2.282475644673202	-1.0410963343283748	0.6206896551724138
2.83	2.639594393304116	-1.1223530139937716	0.7586206896551724
2.84	2.843455452745764	-1.0503520044699017	0.8965517241379309
2.85	3.6898599802085865	-0.9312392905534137	1.3793103448275863
2.86	5.084551020441021	-0.8086889514755037	2.1379310344827585
2.87	5.9041060297685615	-0.5247956849409753	2.689655172413793
2.88	6.753110723275195	-0.2703521025855402	3.2413793103448274
2.89	6.931560498455901	-0.03500877431796834	3.4482758620689653
2.9	8.063523701820904	0.4882004361101311	4.275862068965517
2.91	10.384701555756076	1.201505340795648	5.793103448275862
2.92	11.53680563696552	1.8425047078620655	6.689655172413793
2.93	13.202200630303619	2.659868335213621	7.93103448275862
2.94	14.470639207580025	3.5983263096613536	9.03448275862069
2.95	16.402831758582266	5.114409620728079	10.758620689655173
2.96	18.820236132454795	6.559074212372791	12.689655172413794
2.97	21.32512118068808	9.019706405518821	15.17241379310345
2.98	23.751690684309164	10.868998970863247	17.310344827586206
2.99	26.271990468519263	12.486630221135913	19.379310344827587
3.0	27.474717719891522	14.732178831832615	21.103448275862068
3.01	29.769541691471137	16.71321692921852	23.24137931034483
3.02	32.01098472215015	17.782118726125713	24.89655172413793
3.03	33.48020840405586	18.933584699392412	26.206896551724135
3.04	35.700777767786576	20.43715326669619	28.068965517241377
3.05	37.50957130974055	21.93870455232841	29.724137931034477
3.06	38.74624011312004	23.04686333515583	30.896551724137932
3.07	39.51537756543399	24.622553469048782	32.06896551724138
3.08	41.67251090067887	26.741282202769405	34.206896551724135
3.09	42.45763684906669	28.576845909554006	35.51724137931035
3.1	43.506933553499984	29.87237679132761	36.689655172413794
3.11	44.94878181312754	31.051218186872457	38.0
3.12	45.5330496306093	31.98419174870105	38.758620689655174
3.13	46.59583582514119	32.576577967962265	39.58620689655172
3.14	47.19468155597937	33.219111547468906	40.206896551724135
3.15	47.4289433427326	34.640022174508786	41.03448275862069
3.16	47.72615700823898	35.032463681416196	41.37931034482759
3.17	48.18210524433047	35.95582579015228	42.068965517241374
3.18	48.35532303876069	36.88605627158413	42.62068965517241
3.19	48.99502328070054	37.4877353399891	43.241379310344826
3.2	49.22905026392079	38.21922559814818	43.72413793103448
3.21	50.16819636908071	39.073182941264115	44.62068965517241
3.22	50.357129143015676	39.29804327077743	44.827586206896555
3.23	51.63108584718602	39.54132794591743	45.58620689655173
3.24	51.66862621510899	39.77964964695997	45.724137931034484
3.25	51.70111802518704	40.02301990584745	45.862068965517246
3.26	51.90927926245824	40.504513840990036	46.20689655172414
3.27	52.13585421120918	40.96759406465289	46.55172413793103
3.28	52.24767696996794	40.99370234037689	46.62068965517241
3.29	53.183073514352564	41.161754071854325	47.172413793103445
3.3	53.44046422712309	41.5940185314976	47.51724137931034
3.31	53.41962749799821	42.30451043303628	47.862068965517246
3.32	53.5324133288685	42.74344874009702	48.13793103448276
3.33	54.0244281263767	43.35488221845088	48.689655172413794
3.34	54.6575125869775	43.54938396474664	49.10344827586207
3.35	54.67279336381213	43.94789629136029	49.31034482758621
3.36	54.94384580268326	44.78029212835122	49.862068965517246
3.37	55.17172929707071	45.10413277189479	50.137931034482754
3.38	55.416566571914785	45.273088600499015	50.3448275862069
3.4	55.45858307977889	45.64486519608318	50.55172413793103
3.41	55.546965013283135	46.24613843499273	50.89655172413793
3.42	55.8630036761907	46.61975494449895	51.241379310344826
3.43	56.054077543429855	46.980405215190835	51.51724137931034
3.44	56.14252998542531	47.167814842160894	51.6551724137931
3.45	56.59723554454439	47.540695489938365	52.06896551724138
3.46	56.66822137244832	47.745571730999956	52.206896551724135
3.47	56.756184039764356	47.795540098166676	52.275862068965516
3.48	56.733766228054435	47.95588894435936	52.3448275862069
3.49	57.3128544656749	48.066455879152684	52.689655172413794
3.5	57.618301177296395	48.58859537442775	53.10344827586208
3.51	57.69210144827156	48.65272613793533	53.172413793103445
3.52	57.78253504389793	48.83815461127448	53.310344827586206
3.53	57.82526327272423	49.20921948589646	53.51724137931034
3.54	57.892538596258994	49.279875196844465	53.58620689655172
3.55	57.958685648835775	49.35165917875043	53.6551724137931
3.57	57.90930116014965	49.53897470191932	53.72413793103449
3.58	58.093363797338405	49.63077413369608	53.86206896551724
3.59	58.274373590229175	49.86355744425359	54.068965517241374
3.6	58.50256639785471	50.049157740076325	54.275862068965516
3.61	58.552310537853835	50.275275669042706	54.41379310344827
3.62	58.66270018435398	50.30281705702534	54.48275862068965
3.68	58.99134443602341	50.250034874321415	54.62068965517241
3.69	59.2584713106116	50.12083903421598	54.68965517241379
3.7	59.34862010943645	50.444483338839404	54.89655172413793
3.71	59.33894721762128	50.59208726513733	54.96551724137932
3.72	59.382872214919004	50.68609330232239	55.0344827586207
3.75	59.63319464932878	50.711632936878125	55.172413793103445
3.77	59.67432946812479	50.80842915256487	55.241379310344826
3.79	59.658734283884506	50.96195537128791	55.3103448275862
3.8	59.78996345547402	51.1065882686639	55.44827586206896
3.81	59.88178451888408	51.152698239736615	55.51724137931034
3.85	60.027360657964394	51.145053135139065	55.58620689655173
3.86	60.149965999057386	51.298309863011596	55.72413793103448
3.87	60.126399137191974	51.459807759359755	55.79310344827586
3.88	60.24187189303628	51.62019707248094	55.93103448275861
3.89	60.35269757680979	51.78523345767299	56.06896551724139
3.95	60.515481695698504	51.89831140774977	56.20689655172414
3.96	60.59513501808532	51.95658911984572	56.27586206896552
3.98	61.01250499415636	52.090943281705705	56.551724137931025
4.0	61.03168894690122	52.20969036344363	56.62068965517242
4.03	61.104503744316865	52.27480660051073	56.6896551724138
4.04	61.30140395654886	52.35376845724426	56.827586206896555
4.05	61.26109486371166	52.5320085845642	56.896551724137936
4.07	61.43933499103162	52.491699491727005	56.9655172413793
4.08	61.45207876284638	52.616886754395	57.03448275862068
4.09	61.58341308483224	52.761414501374645	57.17241379310344
4.1	61.76513769045769	52.85555196471472	57.31034482758621
4.11	61.88124518573236	52.87737550392282	57.37931034482758
4.12	61.894792040526085	53.27762175257737	57.586206896551715
4.15	62.282319007932585	53.16595685413637	57.72413793103448
4.18	62.55041998673083	53.173717944303654	57.862068965517246
4.21	62.655991648583964	53.20607731693329	57.931034482758626
4.23	62.70900920022927	53.29099079977073	57.99999999999999
4.24	62.86326110762421	53.27466992685854	58.06896551724138
4.28	62.91447836513394	53.361383703831564	58.13793103448276
4.33	63.015343583019664	53.39844952042859	58.20689655172413
4.34	63.16488503479783	53.3868391031332	58.27586206896551
4.37	63.1633573440936	53.52629782832021	58.344827586206904
4.38	63.307327900175494	53.65818934120383	58.48275862068966
4.41	63.40287803117642	53.70057024468564	58.55172413793104
4.42	63.59057600122478	53.7887343436028	58.689655172413794
4.43	63.68275822644327	53.83448315286707	58.758620689655174
4.44	63.67473667144827	53.980435742344824	58.82758620689654
4.45	63.664454633522304	54.12864881475355	58.89655172413792
4.46	63.703296566914126	54.2277379158445	58.96551724137932
4.48	63.68906869399713	54.37989682324426	59.03448275862069
4.5	63.95038851057409	54.53237011011556	59.24137931034482
4.57	63.9314440983482	54.689245556824204	59.310344827586206
4.58	63.90972342479544	54.84889726485973	59.37931034482759
4.59	63.93941726898187	54.957134455156066	59.448275862068954
4.6	63.967674277483844	55.06680848113687	59.51724137931035
4.64	63.99445464457085	55.177959148532594	59.58620689655173
4.71	64.07496513421832	55.23537969336789	59.6551724137931
4.72	64.2087908085679	55.23948505350107	59.724137931034484
4.78	64.30977471538746	55.414363215647015	59.86206896551723
4.79	64.51485290143432	55.48514709856567	60.0
4.8	64.64202875478826	55.49590227969452	60.06896551724139
4.81	64.97903638478492	55.710618787628874	60.3448275862069
4.82	64.941527209094	55.88605899780254	60.41379310344828
4.83	64.95494883700137	56.01056840437793	60.482758620689644
4.84	64.9665727098341	56.13687556602795	60.55172413793103
4.88	64.98413689018786	56.39517345463973	60.6896551724138
4.9	65.04688220548185	56.47035917382851	60.758620689655174
4.92	65.10848492264049	56.546687491152625	60.827586206896555
4.93	65.34061148988661	56.590422992872014	60.96551724137931
4.94	65.34306790259505	56.72589761464633	61.03448275862069
4.95	65.45629990825114	56.750596643472996	61.10344827586206
4.98	65.6231243266871	56.85963429400256	61.24137931034483
4.99	65.84009120105291	56.91852948860225	61.37931034482759
5.02	65.83721450391651	57.05933722022143	61.44827586206897
5.04	65.88789616016135	57.14658659845935	61.51724137931034
5.05	65.88125364053937	57.29116015256407	61.58620689655172
5.08	65.92926344108056	57.38108138650564	61.6551724137931
5.1	65.86030926693267	57.58796659513629	61.72413793103447
5.11	65.84570715294643	57.7404997436053	61.793103448275865
5.13	66.00761672905799	57.71652120197651	61.862068965517246
5.15	66.10865321125404	57.753415754263216	61.931034482758626
5.16	66.09133986065933	57.90866013934066	62.0
5.18	66.19044348046343	57.94748755401934	62.06896551724138
5.19	66.2292708951421	58.04659117382342	62.137931034482754
5.28	66.2064597300856	58.207333373362665	62.206896551724135
5.29	66.30263553057848	58.24908860735255	62.275862068965516
5.32	66.37004394192341	58.45754226497315	62.41379310344828
5.41	66.46285908900968	58.50265815236963	62.48275862068966
5.42	66.64444883875117	58.596930471593666	62.62068965517241
5.43	66.67280295797705	58.706507386850525	62.689655172413794
5.51	66.69950738916256	58.81773399014778	62.75862068965517
5.55	66.72450846139233	58.930663952400764	62.82758620689655
5.58	66.81025104749581	58.98285240078005	62.89655172413793
5.68	66.9559690938086	58.97506538895003	62.965517241379324
5.69	67.15831517959731	58.91065033764408	63.03448275862069
5.77	67.180528413115	59.02636813860915	63.10344827586207
5.9	67.26078697955595	59.08404060665096	63.17241379310345
6.01	67.28018738773787	59.2025712329518	63.241379310344826
6.03	67.417667701611	59.20302195356142	63.310344827586206
6.04	67.43490688921237	59.3237138004428	63.37931034482758
6.25	67.45026522395861	59.446286500179326	63.44827586206896
6.27	67.58478726174248	59.44969549687823	63.51724137931035
6.33	67.6698751843959	59.64046964319031	63.6551724137931
6.42	67.74065361786	59.70762224420897	63.724137931034484
6.47	67.8102232586946	59.775983637857124	63.793103448275865
6.51	67.93855386513836	59.78558406589612	63.86206896551724
6.54	68.06485838865167	59.79721057686557	63.93103448275862
6.57	68.13088774250969	59.86911225749031	63.99999999999999
6.58	68.19573912140409	59.942191913078666	64.06896551724137
6.61	68.32189280994228	60.091900293505994	64.20689655172414
6.65	68.38318494299031	60.16853919494073	64.27586206896552
6.67	68.56003378626234	60.12962138615144	64.3448275862069
6.69	68.6771887600804	60.28832848129891	64.48275862068965
6.74	68.67555655890764	60.42789171695442	64.55172413793103
6.78	68.67149659464506	60.569882715699755	64.6206896551724
6.94	68.72545796024907	60.65385238457852	64.6896551724138
6.95	68.59276625069755	60.9244751286128	64.75862068965517
6.97	68.70640781971025	60.94876459408286	64.82758620689656
7.02	68.7559304996652	61.03717294861066	64.89655172413794
7.09	68.67550155345079	61.25553292930783	64.96551724137932
7.13	68.72150293618999	61.34746258105138	65.0344827586207
7.21	68.7660355261953	61.44086102552884	65.10344827586206
7.24	68.67307152796845	61.671756058238444	65.17241379310344
7.28	68.71349954417855	61.76925907651112	65.24137931034484
7.29	68.68104145705539	61.93964819811705	65.3103448275862
7.3	68.71745307312264	62.04116761653253	65.37931034482759
7.41	68.93014937451996	62.10433338410073	65.51724137931035
7.44	69.1034620744579	62.06895171864555	65.58620689655173
7.46	69.13566930692723	62.17467552065897	65.65517241379311
7.48	69.23586934396485	62.21240651810411	65.72413793103448
7.51	69.26522368210956	62.32098321444215	65.79310344827586
7.65	69.29270647221284	62.43143145882165	65.86206896551725
7.73	69.38914852705109	62.47292043846616	65.93103448275862
7.88	69.26835318530019	62.73164681469983	66.0
7.91	69.50737504760889	62.63055598687387	66.06896551724138
7.94	69.59955193906617	62.676310129899335	66.13793103448276
8.01	69.75916381819111	62.654629285257144	66.20689655172414
8.14	69.84788512123808	62.70383901669294	66.27586206896552
8.22	69.86690895206294	62.82274622035084	66.34482758620689
8.25	69.95305713235194	62.87452907454462	66.41379310344828
8.35	70.03775735027955	62.92775989109977	66.48275862068967
8.36	70.12102875521907	62.982419520643006	66.55172413793103
8.38	70.06474055033468	63.17663876001014	66.62068965517241
8.4	70.00225703023733	63.377053314590256	66.6896551724138
8.61	70.00835911378732	63.50888226552303	66.75862068965517
8.65	70.08701757431986	63.568154839473245	66.82758620689656
8.69	70.16416235502994	63.628941093245906	66.89655172413794
8.7	70.23980479958304	63.6912296831756	66.96551724137932
8.77	70.31395408415631	63.75501143308509	67.0344827586207
8.9	70.31185408629239	63.895042465431764	67.10344827586208
8.91	70.37633548309307	64.1064231375966	67.24137931034483
9.12	70.28564903853034	64.33504061664208	67.3103448275862
9.23	70.35216675263342	64.40645393702175	67.37931034482759
9.25	70.4976921262152	64.39885959792272	67.44827586206897
9.45	70.5610821095124	64.47340064910829	67.51724137931035
9.66	70.62286404087142	64.54954975223204	67.58620689655173
9.67	70.76213734605349	64.54820748153271	67.65517241379311
9.69	70.89832585095311	64.54995001111585	67.72413793103449
9.76	70.87812183484752	64.7080850617042	67.79310344827586
9.81	70.93368616120588	64.79045176982858	67.86206896551724
9.83	70.98760434630316	64.87446461921408	67.93103448275862
9.91	71.03985194493428	64.96014805506572	68.0
9.96	71.09040122663953	65.04752980784322	68.06896551724138
9.98	71.21901394504668	65.05684812391884	68.13793103448276
10.0	71.18627596552462	65.22751713792367	68.20689655172414
10.08	71.23152709359606	65.32019704433498	68.27586206896552
10.29	71.35661012170105	65.33304505071274	68.3448275862069
10.33	71.47908358346878	65.34850262342778	68.41379310344827
10.42	71.59908190225315	65.36643533912616	68.48275862068965
10.45	71.63910140216598	65.46434687369607	68.55172413793103
10.54	71.67725951871695	65.56411979162786	68.62068965517241
10.62	71.71349936024095	65.66581098458664	68.6896551724138
10.63	71.82786689526014	65.6893744840502	68.75862068965517
10.66	71.7799653327629	65.87520708103021	68.82758620689656
10.78	71.72552788480024	66.06757556347563	68.89655172413794
10.83	71.75214495048886	66.17888953226976	68.96551724137932
10.95	71.86345891928299	66.20550659795839	69.03448275862068
11.18	71.97245709922385	66.23443945250028	69.10344827586206
11.33	71.99451932756699	66.35030825863988	69.17241379310344
11.4	72.10022032089594	66.38253829979371	69.24137931034483
12.36	72.1186586825102	66.50203097266223	69.3103448275862
12.65	72.22112415800117	66.537496531654	69.37931034482759
12.94	72.32151065446655	66.57504106967139	69.44827586206897
12.99	72.4198856872229	66.61459707139778	69.51724137931035
13.04	72.34570710820904	66.8267066848944	69.58620689655173
13.09	72.44180012290265	66.86854470468356	69.6551724137931
13.19	72.53590604784833	66.91236981422063	69.72413793103448
13.69	72.54114791743474	67.04505897911697	69.79310344827586
13.81	72.63210165901666	67.09203627201784	69.86206896551724
13.84	72.808313854924	67.19168614507602	70.0
13.99	72.89364949494215	67.24428153954061	70.06896551724138
14.08	72.97718196078613	67.29868010817938	70.13793103448276
14.11	72.97254558573756	67.4412475177107	70.20689655172414
14.4	73.05289422452323	67.4988299134078	70.27586206896551
14.78	73.13145529531644	67.55819987709735	70.34482758620689
15.01	73.20824721254834	67.61933899434823	70.41379310344828
15.33	73.28328480858166	67.68223243279766	70.48275862068965
15.46	73.35657947694321	67.74686879891887	70.55172413793103
15.91	73.51328438539964	67.72809492494518	70.62068965517241
16.02	73.58308870060856	67.79622164421903	70.6896551724138
16.19	73.7339249005993	67.78331647871103	70.75862068965517
16.34	73.95944459610884	67.69572781768427	70.82758620689656
16.51	73.94596798828417	67.84713545999168	70.89655172413792
16.57	73.92856221513745	68.00247226762116	70.9655172413793
